Timestamp,timer.externalize_c,timer.externalize_libel,timer.finalize_c,timer.finalize_libel,timer.processnoise_c,timer.processnoise_libel,timer.stateinbounds_c,timer.stateinbounds_libel
96009,5,9,10,398,10,181,1,3
96029,6,9,10,398,10,181,1,3
96049,6,9,10,398,11,181,1,3
96069,10,9,10,398,10,181,1,3
96089,6,9,10,398,10,181,1,3
96110,6,9,10,33,15,61,19,3
96130,6,33,82,35,10,31,1,6
96149,11,9,10,214,12,70,1,4
96169,6,9,11,214,12,70,1,4
96189,6,9,197,214,10,70,1,4
96209,6,9,170,214,10,70,1,4
96229,5,9,217,214,10,70,1,4
96249,6,9,209,214,10,70,1,4
96269,6,9,209,214,10,70,1,4
96289,6,9,250,214,11,70,1,4
96309,6,9,224,214,10,70,1,4
96329,6,9,202,214,10,70,1,4
96349,6,9,174,214,10,70,1,4
96369,6,9,196,214,10,70,2,4
96389,6,9,203,214,10,70,1,4
96409,6,9,198,214,11,70,1,4
96429,5,9,10,214,10,70,1,4
96449,6,9,171,214,10,70,1,4
96469,6,9,15,214,10,70,48,4
96489,7,9,178,214,11,70,1,4
96509,6,9,10,214,10,70,2,4
96529,6,9,178,214,10,70,1,4
96549,6,9,10,214,10,70,1,4
96569,6,9,198,214,10,70,1,4
96589,6,9,187,214,10,70,1,4
96609,6,10,215,247,11,32,1,4
96629,6,11,178,241,15,33,2,4
96649,6,9,178,242,10,32,1,3
96669,51,9,148,242,11,32,1,3
96689,6,9,10,242,10,32,1,3
96709,6,9,179,242,10,32,1,3
96729,6,9,336,242,10,32,1,3
96749,6,9,12,242,11,32,1,3
96769,11,9,10,242,10,32,1,3
96789,6,9,10,242,10,32,2,3
96809,5,9,11,242,11,32,1,3
96829,6,9,10,242,10,32,1,3
96849,6,9,10,242,10,32,1,3
96869,6,9,10,242,10,32,1,3
96889,5,9,10,242,10,32,1,3
96909,6,9,10,242,10,32,1,3
96929,6,9,10,242,10,32,1,3
96949,6,9,10,242,10,32,1,3
96969,6,9,10,242,10,32,1,3
96989,6,9,10,242,10,32,1,3
97009,7,9,196,242,10,32,6,3
